[3997,869038] [37004,859994]
[989000,702018] [956959,689968]
[881985,998106] [915021,988987]
[721077,189950] [689998,205011]
[876084,826984] [855815,855038]
[764038,238021] [750853,205982]
[887981,756207] [922008,748985]
[694882,668962] [717010,696014]
[457002,287016] [429856,264999]
[878013,259754] [842993,260111]
[193026,195040] [171963,166998]
[942000,11898] [906989,14703]
[842006,260988] [806927,268011]
[506946,30948] [539068,47043]
[486993,196012] [518075,177941]
[907020,307032] [898959,271987]
[326253,276999] [325853,313012]
[718100,895985] [716903,932001]
[869410,912996] [866782,949000]
[190099,842972] [177824,877014]
[553954,533001] [571027,500932]
[669988,134919] [705023,145037]
[837976,892945] [869147,912016]
[408874,415972] [416064,452022]
[866016,949122] [832984,932971]
[956077,689990] [941936,724011]
[912966,808018] [927197,773987]
[854023,990219] [819999,975958]
[323008,540012] [314973,503991]
[562059,570043] [553898,533986]
[602012,350984] [581971,382077]
[626985,323058] [658064,302926]
[371995,466066] [409018,463861]
[440006,383014] [410868,359988]
[523836,587989] [527000,625014]
[386008,192974] [348990,199076]
[826931,816020] [848064,784914]
[915952,988011] [932107,953995]
[103897,358998] [120042,393029]
[653120,234965] [645993,272010]
[534988,860935] [566009,883027]
[845953,506975] [865059,540037]
[155013,191032] [129973,161985]
[312022,144082] [274990,133932]
[82104,954929] [68788,991030]
[326044,276987] [290999,293044]
[463174,153020] [451919,115982]
[190982,842047] [230003,841357]
[67991,848026] [91055,815974]
[52948,565990] [76004,598050]
[415018,85979] [375995,93039]
[498074,970975] [468877,998001]
[749041,65041] [725996,31973]
[687025,529046] [659927,498994]
[338983,963085] [379016,955959]
[22962,273988] [42106,310019]
[59825,714968] [63161,756000]
[986000,290003] [968989,251895]
[995823,942000] [999027,899997]
[696044,824961] [679987,864072]
[130016,846957] [113987,887002]
[65944,65051] [96005,33936]
[969035,978000] [932992,953904]
[408962,415011] [440033,383999]
[13989,412986] [62013,426045]
[172000,968002] [124994,941822]
